#,City_name,Source url,Hotel Name,Location ,City,State,Zip,Phone,Rate,% of guests recommend,Stars out of 5,Count of reviews,Count of reviews__1,Number of starts out of 5,% of guests recommend__1,Room cleanliness,Service & Staff,Room comfort,Hotel condition
204,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Hampton-Inn-Suites-Seattle-Airport28th-Ave.h5027392.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=133.97&exp_ts=1519291261160&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Hampton Inn & Suites Seattle-Airport/28th Ave,28th Ave South,Seatac,WA,NA,020 3564 5165,2.5,95%,4.5,"1,716",1716,4.5,95%,4.765326,4.6328077,4.6211348,4.616262
205,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Courtyard-By-Marriott-Seattle-Southcenter.h17100.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=121.84&exp_ts=1519291261160&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Courtyard by Marriott Seattle Southcenter,Andover Park W,Tukwila,WA,NA,020 3564 5165,3.0,92%,4.3,763,763,4.3,92%,4.4796853,4.4128447,4.327654,4.3239064
206,Seattle,https://www.expedia.co.uk/Bothell-Hotels-Country-Inn-Suites-By-Radisson.h20110.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=112.32&exp_ts=1519291261160&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,"Country Inn & Suites by Radisson, Bothell, WA",N Creek Pkwy,Bothell,WA,NA,020 3564 5165,3.0,89%,4.1,809,809,4.1,89%,4.245983,4.2941904,4.2089024,4.0295243
207,Seattle,https://www.expedia.co.uk/North-Seattle-Hotels-Crown-Inn.h12410858.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=51.46&exp_ts=1519291261161&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Crown Inn,Aurora Avenue North,Seattle,WA,NA,020 3564 5165,2.5,47%,3.1,100,100,3.1,47%,3.08,3.4,3.06,2.8
208,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Residence-Inn-Seattle-SouthTukwila.h6772.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=138&exp_ts=1519291261161&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Residence Inn Seattle South/Tukwila,W Valley Hwy,Tukwila,WA,NA,020 3564 5165,3.0,94%,4.5,233,233,4.5,94%,4.639484,4.5622306,4.463518,4.483872
209,Seattle,https://www.expedia.co.uk/Bellevue-Hotels-Residence-Inn-By-Marriott-Seattle-Bellevue.h22988.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=143.1&exp_ts=1519291261161&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Residence Inn by Marriott Seattle Bellevue,NE 29th Pl,Bellevue,WA,NA,020 3564 5165,3.0,92%,4.5,314,314,4.5,92%,4.5987263,4.506369,4.468153,4.3737698
210,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Holiday-Inn-Express-Hotel-Suites-SeaTac.h473102.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=129.91&exp_ts=1519291261161&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Holiday Inn Express Hotel & Suites SeaTac,International Blvd,SeaTac,WA,NA,020 3564 5165,2.5,85%,4.1,861,861,4.1,85%,4.2944255,4.2921004,4.18583,4.0189056
211,Seattle,https://www.expedia.co.uk/Redmond-Hotels-Hampton-Inn-Suites-SeattleRedmond.h17171067.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=144.43&exp_ts=1519291261161&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Hampton Inn & Suites Seattle/Redmond,NE 78th Place,Redmond,WA,NA,020 3564 5165,2.5,95%,4.6,133,133,4.6,95%,4.804511,4.6766915,4.6616535,4.6766906
212,Seattle,https://www.expedia.co.uk/Seattle-Hotels-Seattle-Marriott-Waterfront.h911767.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=224.99&exp_ts=1519291261161&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Seattle Marriott Waterfront,Alaskan Way,Seattle,WA,NA,020 3564 5165,4.0,83%,4.1,"1,351",1351,4.1,83%,4.5111012,4.34789,4.2653575,4.3196483
213,Seattle,https://www.expedia.co.uk/Lynnwood-Hotels-Hampton-Inn-Suites-Seattle-North-Lynnwood.h127039.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=100.83&exp_ts=1519291261161&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Hampton Inn & Suites Seattle North - Lynnwood,Alderwood Mall Pkwy,Lynnwood,WA,NA,020 3564 5165,2.5,94%,4.5,908,908,4.5,94%,4.552256,4.6072607,4.418042,4.409037
214,Seattle,https://www.expedia.co.uk/Bellevue-Hotels-Embassy-Suites-By-Hilton-Seattle-Bellevue.h14411.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=171.88&exp_ts=1519291261162&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Embassy Suites by Hilton Seattle Bellevue,158th Avenue SE,Bellevue,WA,NA,020 3564 5165,3.0,90%,4.3,"1,397",1397,4.3,90%,4.3977103,4.3555083,4.4005713,4.1934996
215,Seattle,https://www.expedia.co.uk/Seattle-Hotels-Kimpton-Alexis-Hotel.h6227.Hotel-Information?chkin=22%2F2%2F2018&chkout=23%2F2%2F2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=138.57&exp_ts=1519291261162&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR&candidateHmGuid=6c14e458-7a85-4574-a0a7-c5a3f8405e2a&beaconIssued=2018-02-22T09:20:56,Kimpton Alexis Hotel,1st Ave,Seattle,WA,NA,020 3564 5165,4.0,91%,4.5,"1,052",1052,4.5,91%,4.689162,4.6140666,4.492397,4.5564766
216,Seattle,https://www.expedia.co.uk/Bellevue-Hotels-Red-Lion-Hotel-Bellevue.h3546.Hotel-Information?chkin=22%2F2%2F2018&chkout=23%2F2%2F2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291262229&vip=false&c=4907ae60-7e01-4a0a-b41d-4473cbc8d2f8&&exp_dp=99.92&exp_ts=1519291261162&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR&candidateHmGuid=6c14e458-7a85-4574-a0a7-c5a3f8405e2a&beaconIssued=2018-02-22T09:20:56,Red Lion Hotel Bellevue,Main St,Bellevue,WA,NA,020 3564 5165,3.0,81%,3.7,"2,019",2019,3.7,81%,3.9618623,3.9650834,3.863051,3.5338323
217,Seattle,https://www.expedia.co.uk/Seattle-Hotels-Kimpton-Hotel-Vintage-Seattle.h25015.Hotel-Information?chkin=22%2F2%2F2018&chkout=23%2F2%2F2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=183.45&exp_ts=1519291268137&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR&candidateHmGuid=83ab45da-fdef-4026-adcb-e5728f053bf9&beaconIssued=2018-02-22T09:20:53,Kimpton Hotel Vintage Seattle,5th Ave,Seattle,WA,NA,020 3564 5165,4.0,90%,4.4,"1,581",1581,4.4,90%,4.6565475,4.561669,4.4107604,4.4546733
218,Seattle,https://www.expedia.co.uk/North-Seattle-Hotels-Columbus-Motor-Inn.h10144074.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=54.62&exp_ts=1519291268322&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Columbus Motor Inn,Aurora Avenue North,Seattle,WA,NA,020 3564 5165,2.0,61%,3.0,77,77,3.0,61%,2.961039,3.6103897,2.987013,2.7272723
219,Seattle,https://www.expedia.co.uk/Seattle-Hotels-La-Hacienda-Motel.h8083474.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=55.11&exp_ts=1519291268322&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,La Hacienda Motel,1st Ave S,Seattle,WA,NA,020 3564 5165,2.0,53%,2.7,193,193,2.7,53%,3.031088,3.1295338,2.7668388,2.4766839
220,Seattle,https://www.expedia.co.uk/Mountlake-Terrace-Hotels-Studio-6-Seattle-Mountlake-Terrace.h126123.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=60.45&exp_ts=1519291268323&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Studio 6 Seattle - Mountlake Terrace,244th Street Southwest,Mountlake Terrace,WA,NA,020 3564 5165,2.0,60%,3.5,52,52,3.5,60%,3.6346154,3.5,3.4807692,3.3653846
221,Seattle,https://www.expedia.co.uk/Seattle-Hotels-Gaslight-Inn.h1159116.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=109.7&exp_ts=1519291268323&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Gaslight Inn,15th Ave,Seattle,WA,NA,020 3564 5165,3.5,100%,4.5,16,16,4.5,100%,4.9375,4.625,4.375,4.75
222,Seattle,https://www.expedia.co.uk/Seattle-Hotels-MOXY-Seattle-Downtown.h19937165.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=193.61&exp_ts=1519291268323&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,MOXY Seattle Downtown,Republican Street,Seattle,WA,NA,020 3564 5165,3.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
223,Seattle,https://www.expedia.co.uk/Seattle-Hotels-Kimpton-Hotel-Monaco-Seattle.h62800.Hotel-Information?chkin=22%2F2%2F2018&chkout=23%2F2%2F2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=175.13&exp_ts=1519291268323&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR&candidateHmGuid=83ab45da-fdef-4026-adcb-e5728f053bf9&beaconIssued=2018-02-22T09:20:53,Kimpton Hotel Monaco Seattle,4th Ave,Seattle,WA,NA,020 3564 5165,4.5,91%,4.5,"1,600",1600,4.5,91%,4.6674995,4.5693727,4.504998,4.563316
224,Seattle,https://www.expedia.co.uk/Issaquah-Hotels-Homewood-Suites-By-Hilton-Seattle-Issaquah.h11544514.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=152.73&exp_ts=1519291268324&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Homewood Suites by Hilton Seattle-Issaquah,Hyla Ave NW,Issaquah,WA,NA,020 3564 5165,3.0,95%,4.7,192,192,4.7,95%,4.8020835,4.6979165,4.786457,4.8177085
225,Seattle,https://www.expedia.co.uk/Bothell-Hotels-Holiday-Inn-Express-Bothell.h863975.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=105.66&exp_ts=1519291268324&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Holiday Inn Express Bothell,15th Ave Se,Bothell,WA,NA,020 3564 5165,2.5,94%,4.3,273,273,4.3,94%,4.534798,4.4542108,4.4522047,4.3625507
226,Seattle,https://www.expedia.co.uk/Lynnwood-Hotels-Homewood-Suites-By-Hilton-SeattleLynnwood.h6772222.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=97.51&exp_ts=1519291268324&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Homewood Suites by Hilton Seattle/Lynnwood,Alderwood Mall Pkwy,Lynnwood,WA,NA,020 3564 5165,3.0,93%,4.5,651,651,4.5,93%,4.6282635,4.5714316,4.5821805,4.624037
227,Seattle,https://www.expedia.co.uk/Bothell-Hotels-Hilton-Garden-Inn-Seattle-Bothell.h3145304.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=104.88&exp_ts=1519291268324&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Hilton Garden Inn Seattle Bothell,Bothell Everett Hwy,Bothell,WA,NA,020 3564 5165,3.0,94%,4.4,342,342,4.4,94%,4.7134504,4.529238,4.49123,4.6358204
228,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Homewood-Suites-By-Hilton-Seattle-Tacoma-AirportTukwila.h20843.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=202.65&exp_ts=1519291268325&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila,Fort Dent Way,Tukwila,WA,NA,020 3564 5165,3.0,96%,4.4,526,526,4.4,96%,4.530418,4.498098,4.55619,4.3868465
229,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Ramada-SeaTac-Airport-North.h200733.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=59.85&exp_ts=1519291268325&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Ramada SeaTac Airport North,S 139th Street,Tukwila,WA,NA,020 3564 5165,2.0,42%,2.8,382,382,2.8,42%,2.8795807,3.3586385,2.882199,2.648936
230,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Fairfield-Inn-By-Marriott-SeaTac.h41109.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=105.67&exp_ts=1519291268325&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Fairfield Inn by Marriott SeaTac,International Blvd,SeaTac,WA,NA,020 3564 5165,2.5,90%,4.1,542,542,4.1,90%,4.3394833,4.367159,4.112546,4.125968
231,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Knights-Inn-Sea-Tac-Airport.h1784753.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=42.83&exp_ts=1519291268325&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Knights Inn Sea Tac Airport,Pacific Hwy S,Tukwila,WA,NA,020 3564 5165,2.0,32%,2.4,797,797,2.4,32%,2.5257227,2.8820574,2.5269773,2.2857137
232,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Travelodge-Sea-Tac-Airport-North.h22081.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=48.09&exp_ts=1519291268325&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Travelodge Sea-Tac Airport North,Tukwila International Blvd,Seattle,WA,NA,020 3564 5165,1.5,41%,2.5,"1,113",1113,2.5,41%,2.8679245,2.8760107,2.706199,2.4191964
233,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Motel-6-Seattle-Sea-Tac-Airport-South.h980977.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=51.51&exp_ts=1519291268325&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Motel 6 Seattle Sea - Tac Airport South,47th Ave S,SeaTac,WA,NA,020 3564 5165,2.0,33%,2.3,712,712,2.3,33%,2.8286514,2.7921345,2.4915724,2.3764055
234,Seattle,https://www.expedia.co.uk/North-Seattle-Hotels-Quiet-Clean-And-Comfortable-Room.h20175646.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=53.74&exp_ts=1519291268325&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Quiet Clean and Comfortable Room,Northeast 125th Street,Seattle,WA,NA,020 3564 5165,2.5,100%,3.8,8,8,3.8,100%,4.0,4.0,3.75,4.5
235,Seattle,https://www.expedia.co.uk/Redmond-Hotels-Residence-Inn-By-Marriott-Seattle-East-Redmond.h202671.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=152.86&exp_ts=1519291268326&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Residence Inn By Marriott Seattle East-redmond,164th Ave Ne,Redmond,WA,NA,020 3564 5165,3.0,95%,4.4,217,217,4.4,95%,4.599079,4.4654374,4.4377885,4.448781
236,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Sea-Tac-Crest-Motor-Inn.h787151.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=56.65&exp_ts=1519291268326&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Sea-Tac Crest Motor Inn,Pacific Hwy South,SeaTac,WA,NA,020 3564 5165,1.5,26%,2.1,289,289,2.1,26%,2.3114195,2.4325259,2.2318347,1.9619373
237,Seattle,https://www.expedia.co.uk/Woodinville-Hotels-Auberge-De-Seattle.h2796135.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=181.05&exp_ts=1519291268326&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,"Auberge de Seattle, French Country Inn",216 Ave. N.E.,Woodinville,WA,NA,020 3564 5165,3.0,80%,4.1,20,20,4.1,80%,4.6,4.45,4.1,4.25
238,Seattle,https://www.expedia.co.uk/Woodinville-Hotels-Cottage-Lake-Bed-And-Breakfast.h13012406.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=159.55&exp_ts=1519291268326&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Cottage Lake Bed and Breakfast,185th Ave NE,Woodinville,WA,NA,020 3564 5165,2.5,100%,4.9,11,11,4.9,100%,4.7272725,5.0,4.6363635,4.7272725
239,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Econo-Lodge-SeaTac-Airport-North.h3547.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=47.88&exp_ts=1519291268326&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Econo Lodge SeaTac Airport North,International Blvd S,Tukwila,WA,NA,020 3564 5165,2.0,44%,2.5,176,176,2.5,44%,2.715909,2.9375,2.6571429,2.3032258
240,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Ramada-Seatac-Airport-North.h13233712.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=61.76&exp_ts=1519291268327&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Ramada Seatac Airport North,South 139th Street,Tukwila,WA,NA,020 3564 5165,2.5,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0
241,Seattle,https://www.expedia.co.uk/Kent-Hotels-Crossland-Economy-Studios-Seattle-Kent-Des-Moines.h119198.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=47.26&exp_ts=1519291268327&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Crossland Economy Studios - Seattle - Kent - Des Moines,Pacific Hwy S,Kent,WA,NA,020 3564 5165,2.0,40%,2.8,599,599,2.8,40%,2.8747916,3.3205347,2.8096828,2.7431695
242,Seattle,https://www.expedia.co.uk/Edmonds-Hotels-Americas-Best-Value-Inn-Edmonds-Seattle-North.h64281.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=58.11&exp_ts=1519291268327&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Americas Best Value Inn Edmonds / Seattle North,Highway 99,Edmonds,WA,NA,020 3564 5165,2.0,31%,2.3,195,195,2.3,31%,2.451282,2.7538462,2.4102566,2.0378377
243,Seattle,https://www.expedia.co.uk/Seattle-Tacoma-International-Airport-Hotels-Econo-Lodge.h16956.Hotel-Information?chkin=22/2/2018&chkout=23/2/2018&rm1=a2&regionId=178307&sort=recommended&hwrqCacheKey=ff1398d3-5bce-44a3-a946-6c61620e42dfHWRQ1519291269397&vip=false&c=514a900c-793c-4e78-88bd-173c06984d2f&&exp_dp=48.48&exp_ts=1519291268327&exp_curr=GBP&swpToggleOn=false&exp_pg=HSR,Econo Lodge,Central Ave N,Kent,WA,NA,020 3564 5165,2.0,41%,2.6,687,687,2.6,41%,2.7321684,3.0640473,2.7729256,2.3870475
